,Year,Age,Value
981,2011,<5,11.21609314
982,2011,>70,1167.426565
983,2011,50-69,456.8821985
984,2011,43965,1.537436647
985,2012,<5,9.159697986
986,2012,>70,1107.614947
987,2012,50-69,439.131574
988,2012,43965,1.31723816
989,2013,<5,8.141211852
990,2013,>70,1047.213944
991,2013,50-69,411.5567782
992,2013,43965,1.203499164
993,2014,<5,7.177878581
994,2014,>70,1005.17842
995,2014,50-69,387.4896666
996,2014,43965,1.12380406
997,2015,<5,5.921347821
998,2015,>70,938.8783597
999,2015,50-69,359.3545689
1000,2015,43965,0.972906543
1001,2016,<5,5.287606432
1002,2016,>70,892.2970943
1003,2016,50-69,342.7436182
1004,2016,43965,0.876164723
1005,2017,<5,4.856098549
1006,2017,>70,847.4841944
1007,2017,50-69,327.7510249
1008,2017,43965,0.801736314
1009,1990,<5,179.9790443
1010,1990,>70,556.5464405
1011,1990,50-69,484.6174202
1012,1990,43965,5.71090154
1013,1991,<5,155.9332683
1014,1991,>70,564.8585469
1015,1991,50-69,526.1716104
1016,1991,43965,5.166530554
1017,1992,<5,140.8266431
1018,1992,>70,579.5216811
1019,1992,50-69,571.3089698
1020,1992,43965,5.386931598
1021,1993,<5,124.3231102
1022,1993,>70,581.1400694
1023,1993,50-69,592.0212815
1024,1993,43965,5.326587572
1025,1994,<5,106.2527524
1026,1994,>70,576.6669647
1027,1994,50-69,574.6183795
1028,1994,43965,5.190683431
1029,1995,<5,88.98977203
1030,1995,>70,584.0723499
1031,1995,50-69,563.6340465
1032,1995,43965,4.801824817
1033,1996,<5,73.4791729
1034,1996,>70,592.8622262
1035,1996,50-69,544.1257538
1036,1996,43965,4.033520718
1037,1997,<5,59.52469435
1038,1997,>70,585.2355315
1039,1997,50-69,505.8208333
1040,1997,43965,3.475585783
1041,1998,<5,49.51513956
1042,1998,>70,592.4569627
1043,1998,50-69,464.1907542
1044,1998,43965,2.9541794
1045,1999,<5,43.45775382
1046,1999,>70,606.1756546
1047,1999,50-69,430.254396
1048,1999,43965,2.50739394
1049,2000,<5,38.00559452
1050,2000,>70,621.0618132
1051,2000,50-69,400.8172224
1052,2000,43965,2.109579404
1053,2001,<5,32.85495019
1054,2001,>70,627.8218938
1055,2001,50-69,380.9060913
1056,2001,43965,1.717735458
1057,2002,<5,26.96516062
1058,2002,>70,653.1505149
1059,2002,50-69,365.6750526
1060,2002,43965,1.614756907
1061,2003,<5,21.93829239
1062,2003,>70,645.2603015
1063,2003,50-69,344.0753433
1064,2003,43965,1.583485301
1065,2004,<5,18.75983422
1066,2004,>70,604.9720893
1067,2004,50-69,325.1057965
1068,2004,43965,1.460873712
1069,2005,<5,15.73175083
1070,2005,>70,580.694524
1071,2005,50-69,301.2709777
1072,2005,43965,1.228186786
1073,2006,<5,12.26936857
1074,2006,>70,559.2383269
1075,2006,50-69,274.2952982
1076,2006,43965,0.986464642
1077,2007,<5,10.44364262
1078,2007,>70,533.8717319
1079,2007,50-69,241.4108711
1080,2007,43965,0.81774997
1081,2008,<5,9.587197381
1082,2008,>70,502.5487704
1083,2008,50-69,215.704389
1084,2008,43965,0.76084021
1085,2009,<5,9.412489559
1086,2009,>70,472.789032
1087,2009,50-69,195.0415799
1088,2009,43965,0.763703147
1089,2010,<5,9.135851983
1090,2010,>70,444.6345717
1091,2010,50-69,172.1008372
1092,2010,43965,0.685942897
1093,2011,<5,8.71064579
1094,2011,>70,418.4484161
1095,2011,50-69,159.8483344
1096,2011,43965,0.617939275
1097,2012,<5,7.728228127
1098,2012,>70,393.0269138
1099,2012,50-69,154.5207017
1100,2012,43965,0.550602539
1101,2013,<5,6.893755449
1102,2013,>70,371.2447839
1103,2013,50-69,154.2271178
1104,2013,43965,0.523028423
1105,2014,<5,6.039428594
1106,2014,>70,348.4504851
1107,2014,50-69,152.8720835
1108,2014,43965,0.519798675
1109,2015,<5,5.214579706
1110,2015,>70,320.4684023
1111,2015,50-69,148.1098783
1112,2015,43965,0.538822887
1113,2016,<5,4.733003147
1114,2016,>70,318.0263863
1115,2016,50-69,152.8165495
1116,2016,43965,0.557536799
1117,2017,<5,4.101300683
1118,2017,>70,307.788612
1119,2017,50-69,150.4097444
1120,2017,43965,0.499531733
1121,1990,<5,0.356827477
1122,1990,>70,101.7183249
1123,1990,50-69,48.4375459
1124,1990,43965,0.027270312
1125,1991,<5,0.283595599
1126,1991,>70,95.50654201
1127,1991,50-69,43.78409101
1128,1991,43965,0.025314298
1129,1992,<5,0.254942092
1130,1992,>70,90.95224696
1131,1992,50-69,39.85052613
1132,1992,43965,0.023194675
1133,1993,<5,0.221177482
1134,1993,>70,84.24495222
1135,1993,50-69,35.37609401
1136,1993,43965,0.020229204
1137,1994,<5,0.188953007
1138,1994,>70,79.70234929
1139,1994,50-69,31.63962159
1140,1994,43965,0.01834394
1141,1995,<5,0.146859967
1142,1995,>70,73.25840623
1143,1995,50-69,28.27818332
1144,1995,43965,0.016008159
1145,1996,<5,0.148576342
1146,1996,>70,70.66927512
1147,1996,50-69,26.33449452
1148,1996,43965,0.015111674
1149,1997,<5,0.135571667
1150,1997,>70,66.40539243
1151,1997,50-69,24.13710108
1152,1997,43965,0.013749904
1153,1998,<5,0.103595247
1154,1998,>70,61.02206574
1155,1998,50-69,21.65574456
1156,1998,43965,0.011022626
1157,1999,<5,0.098240848
1158,1999,>70,58.57245474
1159,1999,50-69,20.13043438
1160,1999,43965,0.010056951
1161,2000,<5,0.089040847
1162,2000,>70,56.30724932
1163,2000,50-69,18.64355802
1164,2000,43965,0.009181622
1165,2001,<5,0.084874171
1166,2001,>70,54.97321767
1167,2001,50-69,17.76893879
1168,2001,43965,0.008676898
1169,2002,<5,0.08233414
1170,2002,>70,54.37728266
1171,2002,50-69,17.13883024
1172,2002,43965,0.00826364
1173,2003,<5,0.078599723
1174,2003,>70,52.0023534
1175,2003,50-69,16.19948197
1176,2003,43965,0.007664428
1177,2004,<5,0.079011179
1178,2004,>70,49.21634739
1179,2004,50-69,15.233792
1180,2004,43965,0.006876192
1181,2005,<5,0.074647527
1182,2005,>70,46.34798733
1183,2005,50-69,14.29177951
1184,2005,43965,0.006274912
1185,2006,<5,0.074312047
1186,2006,>70,45.6954449
1187,2006,50-69,13.84763407
1188,2006,43965,0.005967114
1189,2007,<5,0.072655497
1190,2007,>70,45.82134787
1191,2007,50-69,13.86833565
1192,2007,43965,0.005778105
1193,2008,<5,0.070133421
1194,2008,>70,45.35147744
1195,2008,50-69,13.52919654
1196,2008,43965,0.005524068
1197,2009,<5,0.065772968
1198,2009,>70,42.78301112
1199,2009,50-69,12.77888444
1200,2009,43965,0.005287623
1201,2010,<5,0.062901328
1202,2010,>70,41.24915264
1203,2010,50-69,12.26301766
1204,2010,43965,0.005197338
1205,2011,<5,0.056621321
1206,2011,>70,41.0271352
1207,2011,50-69,11.99581182
1208,2011,43965,0.005094802
1209,2012,<5,0.047679406
1210,2012,>70,38.90776427
1211,2012,50-69,11.29910986
1212,2012,43965,0.004802119
1213,2013,<5,0.045133944
1214,2013,>70,38.0178623
1215,2013,50-69,11.13292263
1216,2013,43965,0.004654881
1217,2014,<5,0.040882339
1218,2014,>70,37.2792171
1219,2014,50-69,10.86885677
1220,2014,43965,0.004320414
1221,2015,<5,0.035513084
1222,2015,>70,36.62679803
1223,2015,50-69,10.59713216
1224,2015,43965,0.004240352
1225,2016,<5,0.029620973
1226,2016,>70,35.84054633
1227,2016,50-69,10.24508524
1228,2016,43965,0.003860286
1229,2017,<5,0.028323969
1230,2017,>70,36.37902127
1231,2017,50-69,10.22539959
1232,2017,43965,0.003644866
1233,1990,<5,0.166444601
1234,1990,>70,92.95026797
1235,1990,50-69,38.77660567
1236,1990,43965,0.01476295
1237,1991,<5,0.133269089
1238,1991,>70,86.8158571
1239,1991,50-69,34.55965437
1240,1991,43965,0.01351443
1241,1992,<5,0.12441485
1242,1992,>70,82.36109844
1243,1992,50-69,31.00340285
1244,1992,43965,0.012798208
1245,1993,<5,0.099700571
1246,1993,>70,75.73028392
1247,1993,50-69,26.94601564
1248,1993,43965,0.011166212
1249,1994,<5,0.087222873
1250,1994,>70,71.60877914
1251,1994,50-69,24.02162864
1252,1994,43965,0.01050421
1253,1995,<5,0.07597509
1254,1995,>70,65.15792075
1255,1995,50-69,20.83003941
1256,1995,43965,0.009699822
1257,1996,<5,0.072491492
1258,1996,>70,62.5413489
1259,1996,50-69,19.12597187
1260,1996,43965,0.009456407
1261,1997,<5,0.067615949
1262,1997,>70,58.33327685
1263,1997,50-69,17.21602264
1264,1997,43965,0.009037974
1265,1998,<5,0.05991762
1266,1998,>70,53.34508155
1267,1998,50-69,15.20434448
1268,1998,43965,0.00745367
1269,1999,<5,0.058895382
1270,1999,>70,50.65895847
1271,1999,50-69,13.79372127
1272,1999,43965,0.006996026
1273,2000,<5,0.054055347
1274,2000,>70,48.67866137
1275,2000,50-69,12.86842131
1276,2000,43965,0.006631361
1277,2001,<5,0.054532506
1278,2001,>70,47.20458144
1279,2001,50-69,12.18157216
1280,2001,43965,0.006364088
1281,2002,<5,0.052516062
1282,2002,>70,46.27175697
1283,2002,50-69,11.61095197
1284,2002,43965,0.006162264
1285,2003,<5,0.051953968
1286,2003,>70,44.0018417
1287,2003,50-69,10.89336566
1288,2003,43965,0.005800167
1289,2004,<5,0.050951374
1290,2004,>70,41.3405973
1291,2004,50-69,10.16715986
1292,2004,43965,0.005110411
1293,2005,<5,0.049657725
1294,2005,>70,38.87212673
1295,2005,50-69,9.515319283
1296,2005,43965,0.004710233
1297,2006,<5,0.047397661
1298,2006,>70,38.01266574
1299,2006,50-69,9.056267721
1300,2006,43965,0.0044096
1301,2007,<5,0.043694409
1302,2007,>70,38.1010178
1303,2007,50-69,9.071745975
1304,2007,43965,0.004216518
1305,2008,<5,0.041501387
1306,2008,>70,37.60393275
1307,2008,50-69,8.856776962
1308,2008,43965,0.004019525
1309,2009,<5,0.038353104
1310,2009,>70,35.25535072
1311,2009,50-69,8.318551096
1312,2009,43965,0.003859473
1313,2010,<5,0.03656273
1314,2010,>70,33.96693317
1315,2010,50-69,8.003976285
1316,2010,43965,0.003914164
1317,2011,<5,0.033226583
1318,2011,>70,33.65571244
1319,2011,50-69,7.82642832
1320,2011,43965,0.003899074
1321,2012,<5,0.028340155
1322,2012,>70,31.71442097
1323,2012,50-69,7.354858598
1324,2012,43965,0.003649718
1325,2013,<5,0.028196237
1326,2013,>70,31.12519904
1327,2013,50-69,7.36823936
1328,2013,43965,0.003644028
1329,2014,<5,0.024481288
1330,2014,>70,30.64039066
1331,2014,50-69,7.266935832
1332,2014,43965,0.00343256
1333,2015,<5,0.023512477
1334,2015,>70,30.08483258
1335,2015,50-69,7.067299164
1336,2015,43965,0.003385748
1337,2016,<5,0.021389483
1338,2016,>70,29.65783348
1339,2016,50-69,6.841163787
1340,2016,43965,0.003066034
1341,2017,<5,0.020028242
1342,2017,>70,30.1733026
1343,2017,50-69,6.865801745
1344,2017,43965,0.002840561
1345,1990,<5,0.266126027
1346,1990,>70,161.0968975
1347,1990,50-69,52.96123354
1348,1990,43965,0.026855408
1349,1991,<5,0.236963619
1350,1991,>70,157.0388074
1351,1991,50-69,51.2503697
1352,1991,43965,0.023932317
1353,1992,<5,0.205823019
1354,1992,>70,151.2903596
1355,1992,50-69,47.96630562
1356,1992,43965,0.023031813
1357,1993,<5,0.155728721
1358,1993,>70,144.9159267
1359,1993,50-69,44.72338703
1360,1993,43965,0.023318474
1361,1994,<5,0.126830668
1362,1994,>70,137.5168532
1363,1994,50-69,41.16675651
1364,1994,43965,0.019998518
1365,1995,<5,0.093945731
1366,1995,>70,130.5382045
1367,1995,50-69,38.09346665
1368,1995,43965,0.015829223
1369,1996,<5,0.075238966
1370,1996,>70,125.3565783
1371,1996,50-69,35.71245625
1372,1996,43965,0.014856322
1373,1997,<5,0.062585494
1374,1997,>70,118.0758216
1375,1997,50-69,32.84156526
1376,1997,43965,0.013559376
1377,1998,<5,0.058036467
1378,1998,>70,112.9286734
1379,1998,50-69,30.4475411
1380,1998,43965,0.012629548
1381,1999,<5,0.050666009
1382,1999,>70,108.9048886
1383,1999,50-69,28.1452266
1384,1999,43965,0.011923564
1385,2000,<5,0.049652897
1386,2000,>70,103.2542555
1387,2000,50-69,25.96045174
1388,2000,43965,0.011025822
1389,2001,<5,0.045302508
1390,2001,>70,94.99189958
1391,2001,50-69,23.14070811
1392,2001,43965,0.009533909
1393,2002,<5,0.038712691
1394,2002,>70,91.73673145
1395,2002,50-69,21.67050875
1396,2002,43965,0.00852848
1397,2003,<5,0.038714009
1398,2003,>70,85.9995578
1399,2003,50-69,19.8762054
1400,2003,43965,0.008380063
1401,2004,<5,0.034462981
1402,2004,>70,77.83451657
1403,2004,50-69,18.26065689
1404,2004,43965,0.007746038
1405,2005,<5,0.029424762
1406,2005,>70,74.27905477
1407,2005,50-69,17.29711684
1408,2005,43965,0.006678988
1409,2006,<5,0.024445586
1410,2006,>70,66.96929267
1411,2006,50-69,15.69602173
1412,2006,43965,0.005117209
1413,2007,<5,0.022383082
1414,2007,>70,63.11721461
1415,2007,50-69,15.19190475
1416,2007,43965,0.004144524
1417,2008,<5,0.02153004
1418,2008,>70,58.81538117
1419,2008,50-69,14.39090558
1420,2008,43965,0.00370954
1421,2009,<5,0.020304109
1422,2009,>70,55.30861631
1423,2009,50-69,13.96387548
1424,2009,43965,0.003605276
1425,2010,<5,0.019256172
1426,2010,>70,52.70988056
1427,2010,50-69,13.12220494
1428,2010,43965,0.003160124
1429,2011,<5,0.016102324
1430,2011,>70,49.10828155
1431,2011,50-69,11.89784329
1432,2011,43965,0.002699413
1433,2012,<5,0.0129304
1434,2012,>70,48.60629074
1435,2012,50-69,11.56498167
1436,2012,43965,0.002501834
1437,2013,<5,0.011623196
1438,2013,>70,46.68928674
1439,2013,50-69,11.23141494
1440,2013,43965,0.002370731
1441,2014,<5,0.010992894
1442,2014,>70,46.20755621
1443,2014,50-69,11.07908807
1444,2014,43965,0.002178592
1445,2015,<5,0.010798879
1446,2015,>70,44.16335767
1447,2015,50-69,10.63921942
1448,2015,43965,0.001972912
1449,2016,<5,0.011041775
1450,2016,>70,43.70233464
1451,2016,50-69,10.61796852
1452,2016,43965,0.001950104
1453,2017,<5,0.009636318
1454,2017,>70,42.50184365
1455,2017,50-69,10.09830067
1456,2017,43965,0.001792526
1457,1990,<5,1141.195804
1458,1990,>70,834.4172399
1459,1990,50-69,861.4882658
1460,1990,43965,35.45350954
1461,1991,<5,1071.309246
1462,1991,>70,867.2748335
1463,1991,50-69,937.4096018
1464,1991,43965,37.54930661
1465,1992,<5,1003.239492
1466,1992,>70,928.4918279
1467,1992,50-69,1050.476365
1468,1992,43965,40.58982192
1469,1993,<5,933.9375227
1470,1993,>70,962.8334723
1471,1993,50-69,1123.632787
1472,1993,43965,43.88887157
1473,1994,<5,863.9307912
1474,1994,>70,1007.389857
1475,1994,50-69,1186.217914
1476,1994,43965,48.64115845
1477,1995,<5,802.6116153
1478,1995,>70,1019.924473
1479,1995,50-69,1173.131303
1480,1995,43965,51.79279055
1481,1996,<5,735.4965963
1482,1996,>70,1023.339818
1483,1996,50-69,1154.550832
1484,1996,43965,54.33421857
1485,1997,<5,663.5483644
1486,1997,>70,997.469203
1487,1997,50-69,1097.974662
1488,1997,43965,55.96934256
1489,1998,<5,613.3075758
1490,1998,>70,994.4497539
1491,1998,50-69,1060.576885
1492,1998,43965,56.1766244
1493,1999,<5,550.4669386
1494,1999,>70,978.2420089
1495,1999,50-69,997.8179495
1496,1999,43965,52.545829
1497,2000,<5,486.0634736
1498,2000,>70,968.1749179
1499,2000,50-69,947.8983518
1500,2000,43965,49.07528414
1501,2001,<5,423.3305271
1502,2001,>70,1015.249553
1503,2001,50-69,898.5729654
1504,2001,43965,44.16237937
1505,2002,<5,380.9665612
1506,2002,>70,1035.466657
1507,2002,50-69,868.3602439
1508,2002,43965,38.19506382
1509,2003,<5,353.3255163
1510,2003,>70,1065.555718
1511,2003,50-69,839.5342525
1512,2003,43965,32.79783155
1513,2004,<5,329.2426663
1514,2004,>70,1020.448684
1515,2004,50-69,801.4357458
1516,2004,43965,28.96752426
1517,2005,<5,297.0623178
1518,2005,>70,1007.026584
1519,2005,50-69,757.5193717
1520,2005,43965,26.03190374
1521,2006,<5,264.7991255
1522,2006,>70,968.9438971
1523,2006,50-69,685.7299001
1524,2006,43965,18.11790923
1525,2007,<5,239.0655382
1526,2007,>70,911.668431
1527,2007,50-69,624.3746412
1528,2007,43965,14.57265689
1529,2008,<5,219.6904342
1530,2008,>70,900.186691
1531,2008,50-69,589.6760893
1532,2008,43965,13.34757033
1533,2009,<5,205.1179923
1534,2009,>70,896.3576308
1535,2009,50-69,560.0100253
1536,2009,43965,11.73701122
1537,2010,<5,190.913445
1538,2010,>70,880.242987
1539,2010,50-69,542.2196733
1540,2010,43965,10.70655566
1541,2011,<5,177.5675744
1542,2011,>70,854.7709794
1543,2011,50-69,524.5864349
1544,2011,43965,9.907305551
1545,2012,<5,169.5055333
1546,2012,>70,842.8930057
1547,2012,50-69,541.3438668
1548,2012,43965,9.209345813
1549,2013,<5,158.862995
1550,2013,>70,795.8349449
1551,2013,50-69,548.624373
1552,2013,43965,8.809705062
1553,2014,<5,149.9094342
1554,2014,>70,776.0709963
1555,2014,50-69,585.9286484
1556,2014,43965,8.711586815
1557,2015,<5,138.2231279
1558,2015,>70,723.1144724
1559,2015,50-69,600.3597481
1560,2015,43965,8.145070682
1561,2016,<5,126.1683122
1562,2016,>70,707.4222017
1563,2016,50-69,637.5552035
1564,2016,43965,8.148918988
1565,2017,<5,116.4075798
1566,2017,>70,708.5443462
1567,2017,50-69,670.3828328
1568,2017,43965,8.284092631
1569,1990,<5,0.54198652
1570,1990,>70,6.110999425
1571,1990,50-69,4.917293899
1572,1990,43965,0.047405284
1573,1991,<5,0.519920639
1574,1991,>70,6.189733635
1575,1991,50-69,4.774082377
1576,1991,43965,0.043379481
1577,1992,<5,0.485338492
1578,1992,>70,6.190764275
1579,1992,50-69,4.625675524
1580,1992,43965,0.039122341
1581,1993,<5,0.440234709
1582,1993,>70,6.118117494
1583,1993,50-69,4.448263517
1584,1993,43965,0.036986109
1585,1994,<5,0.395125623
1586,1994,>70,6.009676831
1587,1994,50-69,4.390003027
1588,1994,43965,0.035777525
1589,1995,<5,0.342283256
1590,1995,>70,5.872623495
1591,1995,50-69,4.336624682
1592,1995,43965,0.034488271
1593,1996,<5,0.29686384
1594,1996,>70,5.76118309
1595,1996,50-69,4.24011451
1596,1996,43965,0.032690935
1597,1997,<5,0.277485324
1598,1997,>70,5.130270585
1599,1997,50-69,3.791581882
1600,1997,43965,0.036218385
1601,1998,<5,0.253912476
1602,1998,>70,4.639946288
1603,1998,50-69,3.461329616
1604,1998,43965,0.034177572
1605,1999,<5,0.234443498
1606,1999,>70,4.518627443
1607,1999,50-69,3.467802436
1608,1999,43965,0.032737424
1609,2000,<5,0.214168863
1610,2000,>70,4.292496117
1611,2000,50-69,3.314455293
1612,2000,43965,0.030046257
1613,2001,<5,0.201707204
1614,2001,>70,4.009151581
1615,2001,50-69,3.141024195
1616,2001,43965,0.029417691
1617,2002,<5,0.187425245
1618,2002,>70,3.655538001
1619,2002,50-69,2.854636375
1620,2002,43965,0.026958378
1621,2003,<5,0.173557425
1622,2003,>70,3.51577382
1623,2003,50-69,2.682350097
1624,2003,43965,0.02347752
1625,2004,<5,0.16283314
1626,2004,>70,3.477495313
1627,2004,50-69,2.674740108
1628,2004,43965,0.021557487
1629,2005,<5,0.151121217
1630,2005,>70,3.339563646
1631,2005,50-69,2.594230448
1632,2005,43965,0.019641083
1633,2006,<5,0.140609338
1634,2006,>70,3.304107594
1635,2006,50-69,2.562047918
1636,2006,43965,0.016828545
1637,2007,<5,0.131183215
1638,2007,>70,3.080651261
1639,2007,50-69,2.410315898
1640,2007,43965,0.015108115
1641,2008,<5,0.122842584
1642,2008,>70,3.033770355
1643,2008,50-69,2.389380679
1644,2008,43965,0.014891371
1645,2009,<5,0.113637245
1646,2009,>70,3.079079282
1647,2009,50-69,2.410525147
1648,2009,43965,0.014195596
1649,2010,<5,0.103913931
1650,2010,>70,3.057151585
1651,2010,50-69,2.399470081
1652,2010,43965,0.013462175
1653,2011,<5,0.095186086
1654,2011,>70,2.976109489
1655,2011,50-69,2.326997627
1656,2011,43965,0.012674142
1657,2012,<5,0.093718968
1658,2012,>70,3.071689161
1659,2012,50-69,2.405058964
1660,2012,43965,0.012029696
1661,2013,<5,0.089100134
1662,2013,>70,3.139407208
1663,2013,50-69,2.440868481
1664,2013,43965,0.011383356
1665,2014,<5,0.086721093
1666,2014,>70,3.245061672
1667,2014,50-69,2.563474601
1668,2014,43965,0.011209799
1669,2015,<5,0.083908942
1670,2015,>70,3.264878122
1671,2015,50-69,2.587239134
1672,2015,43965,0.010908733
1673,2016,<5,0.081246981
1674,2016,>70,3.37438482
1675,2016,50-69,2.70786975
1676,2016,43965,0.010644972
1677,2017,<5,0.076588123
1678,2017,>70,3.359226684
1679,2017,50-69,2.718713619
1680,2017,43965,0.009994299
1681,1990,<5,0.089952856
1682,1990,>70,1.652967682
1683,1990,50-69,1.838021657
1684,1990,43965,0.01034882
1685,1991,<5,0.076994576
1686,1991,>70,1.558479173
1687,1991,50-69,1.669342022
1688,1991,43965,0.008948399
1689,1992,<5,0.064948107
1690,1992,>70,1.464090366
1691,1992,50-69,1.522952158
1692,1992,43965,0.007476727
1693,1993,<5,0.056119903
1694,1993,>70,1.418344413
1695,1993,50-69,1.468526877
1696,1993,43965,0.006624641
1697,1994,<5,0.046980159
1698,1994,>70,1.384425668
1699,1994,50-69,1.442171909
1700,1994,43965,0.006298313
1701,1995,<5,0.041142786
1702,1995,>70,1.352166574
1703,1995,50-69,1.422285557
1704,1995,43965,0.006676798
1705,1996,<5,0.033101701
1706,1996,>70,1.336009007
1707,1996,50-69,1.363542775
1708,1996,43965,0.006281942
1709,1997,<5,0.029005984
1710,1997,>70,1.353240636
1711,1997,50-69,1.350702528
1712,1997,43965,0.006775375
1713,1998,<5,0.027286112
1714,1998,>70,1.362212144
1715,1998,50-69,1.322346453
1716,1998,43965,0.007304592
1717,1999,<5,0.02697293
1718,1999,>70,1.347985419
1719,1999,50-69,1.254831846
1720,1999,43965,0.007402081
1721,2000,<5,0.025167754
1722,2000,>70,1.223206638
1723,2000,50-69,1.094997768
1724,2000,43965,0.00684174
1725,2001,<5,0.024142746
1726,2001,>70,1.145834883
1727,2001,50-69,0.977797089
1728,2001,43965,0.006693139
1729,2002,<5,0.021278316
1730,2002,>70,1.108735731
1731,2002,50-69,0.91653356
1732,2002,43965,0.005692056
1733,2003,<5,0.020363898
